Tweet_id,Target,Text,Span,tokens,tags
1568820314422779904,Hedef: Yunan Karşıtı,@aykiricomtr Ne diyon lan sen Yunan tohumu. İtiraf et dedelerini denize dokmemiz zoruna gitti de mi piç kurusu,"Yunan tohumu,dedelerini denize dokmemiz zoruna gitti de mi,piç kurusu","[""aykiricomtr"", ""Ne"", ""diyon"", ""lan"", ""sen"", ""Yunan"", ""tohumu"", ""\u0130tiraf"", ""et"", ""dedelerini"", ""denize"", ""dokmemiz"", ""zoruna"", ""gitti"", ""de"", ""mi"", ""pi\u00e7"", ""kurusu""]","[0, 0, 0, 0, 0, 4, 4, 0, 0, 3, 3, 3, 3, 3, 3, 3, 5, 5]"
1539919438178390017,Hedef: Yunan Karşıtı,@MusabBinUmeyr06 @garipbirvedabu @AlgabriUlviye @ATAISIK_ Uza şurdan ya ikide bir yunan tohumu dediğine göre var sende bi ermeni rum dönmeliği belli kişi kendinden bilirmiş işi,"yunan tohumu,ermeni rum dönmeliği","[""MusabBinUmeyr06"", ""garipbirvedabu"", ""AlgabriUlviye"", ""ATAISIK_"", ""Uza"", ""\u015furdan"", ""ya"", ""ikide"", ""bir"", ""yunan"", ""tohumu"", ""dedi\u011fine"", ""g\u00f6re"", ""var"", ""sende"", ""bi"", ""ermeni"", ""rum"", ""d\u00f6nmeli\u011fi"", ""belli"", ""ki\u015fi"", ""kendinden"", ""bilirmi\u015f"", ""i\u015fi""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 0, 0, 0, 0, 0, 4, 4, 4, 0, 0, 0, 0, 0]"
1658172624856334080,Hedef: Alevi Karşıtı,"@AtakanSevgi_ Anadolu zaten oy vermedi ki. Chp diye mi oy vermemiştir yoksa Kılıçdaroğlu Alevi diye mi bilinmez tabi, ama Anadolu maalesef bizden haberdar değil, biz de onlardan haberdar değilmişiz... Yüzde 55'leri 60'ları konuşuyorduk zira...",yoksa Kılıçdaroğlu Alevi diye mi,"[""AtakanSevgi_"", ""Anadolu"", ""zaten"", ""oy"", ""vermedi"", ""ki"", ""Chp"", ""diye"", ""mi"", ""oy"", ""vermemi\u015ftir"", ""yoksa"", ""K\u0131l\u0131\u00e7daro\u011flu"", ""Alevi"", ""diye"", ""mi"", ""bilinmez"", ""tabi"", ""ama"", ""Anadolu"", ""maalesef"", ""bizden"", ""haberdar"", ""de\u011fil"", ""biz"", ""de"", ""onlardan"", ""haberdar"", ""de\u011filmi\u015fiz"", ""Y\u00fczde"", ""55"", ""leri"", ""60"", ""lar\u0131"", ""konu\u015fuyorduk"", ""zira""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1566880075634589697,Hedef: Yunan Karşıtı,"Türkiye’nin 18 adası, 2004’ten itibaren Yunanistan tarafından işgal edildi. Şimdi ne oldu da Sn Erdoğan, “bir gece ansızın gelebiliriz” diyor? 18 ada gece değil güpegündüz işgal edildi! Enflasyonun %184 olduğu bilgisinin açıklandığı gün, suni gündem üretmekten başka bir şey değil","bir gece ansızın gelebiliriz” diyor,18 ada gece değil güpegündüz işgal edildi,Yunanistan tarafından işgal edildi.","[""T\u00fcrkiye"", ""nin"", ""18"", ""adas\u0131"", ""2004"", ""ten"", ""itibaren"", ""Yunanistan"", ""taraf\u0131ndan"", ""i\u015fgal"", ""edildi"", ""\u015eimdi"", ""ne"", ""oldu"", ""da"", ""Sn"", ""Erdo\u011fan"", ""bir"", ""gece"", ""ans\u0131z\u0131n"", ""gelebiliriz"", ""diyor"", ""18"", ""ada"", ""gece"", ""de\u011fil"", ""g\u00fcpeg\u00fcnd\u00fcz"", ""i\u015fgal"", ""edildi"", ""Enflasyonun"", ""184"", ""oldu\u011fu"", ""bilgisinin"", ""a\u00e7\u0131kland\u0131\u011f\u0131"", ""g\u00fcn"", ""suni"", ""g\u00fcndem"", ""\u00fcretmekten"", ""ba\u015fka"", ""bir"", ""\u015fey"", ""de\u011fil""]","[0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1658490375970131968,Hedef: Ermeni Karşıtı,"Öğrenciler, sözde Ermeni soykırımı yalanını belgelerle anlattı https://t.co/0yCkjdWOwI https://t.co/q6YT4YsUBT",sözde Ermeni soykırımı yalanını,"[""\u00d6\u011frenciler"", ""s\u00f6zde"", ""Ermeni"", ""soyk\u0131r\u0131m\u0131"", ""yalan\u0131n\u0131"", ""belgelerle"", ""anlatt\u0131"", ""https"", ""t"", ""co"", ""0yCkjdWOwI"", ""https"", ""t"", ""co"", ""q6YT4YsUBT""]","[0, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1562367609349324800,Hedef: Yunan Karşıtı,"@eurodolar1980x Babası ve kızı çok meraklılar asıl niyetleride bir türlü öğrenemedikleri S-400'ün nerede olduğuydu.
Diğer seçenek ABD B-52 lerine koruma görevi yapan F-16'lar taciz edildi yani B-52 lere tehdit unsuru olarak değerlendirip abd'nin kızına (yunanistan) çakabilirdik🤭, HİSAR ile.😉",abd'nin kızına (yunanistan) çakabilirdik,"[""eurodolar1980x"", ""Babas\u0131"", ""ve"", ""k\u0131z\u0131"", ""\u00e7ok"", ""merakl\u0131lar"", ""as\u0131l"", ""niyetleride"", ""bir"", ""t\u00fcrl\u00fc"", ""\u00f6\u011frenemedikleri"", ""S"", ""400"", ""\u00fcn"", ""nerede"", ""oldu\u011fuydu"", ""Di\u011fer"", ""se\u00e7enek"", ""ABD"", ""B"", ""52"", ""lerine"", ""koruma"", ""g\u00f6revi"", ""yapan"", ""F"", ""16"", ""lar"", ""taciz"", ""edildi"", ""yani"", ""B"", ""52"", ""lere"", ""tehdit"", ""unsuru"", ""olarak"", ""de\u011ferlendirip"", ""abd"", ""nin"", ""k\u0131z\u0131na"", ""yunanistan"", ""\u00e7akabilirdik"", ""H\u0130SAR"", ""ile""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 0, 0]"
1548766351061405698,Hedef: Yunan Karşıtı,@username @username Türkler kuzey Kıbrısı boşuna mı işgal  etmiş. Rumlar ın Kıbrısa sivil Türkleri katletmesini izleseler daha mı iyiydi. Halen işgalci diyorsun. Sen objektif bir insan değil Yunanistan ın avukatı gibisin,"Rumlar ın Kıbrısa sivil Türkleri katletmesini izleseler daha mı iyiydi,Türkler kuzey Kıbrısı boşuna mı işgal etmiş.","[""username"", ""username"", ""T\u00fcrkler"", ""kuzey"", ""K\u0131br\u0131s\u0131"", ""bo\u015funa"", ""m\u0131"", ""i\u015fgal"", ""etmi\u015f"", ""Rumlar"", ""\u0131n"", ""K\u0131br\u0131sa"", ""sivil"", ""T\u00fcrkleri"", ""katletmesini"", ""izleseler"", ""daha"", ""m\u0131"", ""iyiydi"", ""Halen"", ""i\u015fgalci"", ""diyorsun"", ""Sen"", ""objektif"", ""bir"", ""insan"", ""de\u011fil"", ""Yunanistan"", ""\u0131n"", ""avukat\u0131"", ""gibisin""]","[0, 0, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1392716856478375940,Hedef: Yahudi Karşıtı,"Amerikalı dingilbavullarını alıp terk etsindemiş Filistin için bence, yahudiler bavullarını da almadan biran önce kaçsınlar.çocuk katilleri.#Katilİsrail","yahudiler bavullarını da almadan biran önce kaçsınlar,çocuk katilleri","[""Amerikal\u0131"", ""dingilbavullar\u0131n\u0131"", ""al\u0131p"", ""terk"", ""etsindemi\u015f"", ""Filistin"", ""i\u00e7in"", ""bence"", ""yahudiler"", ""bavullar\u0131n\u0131"", ""da"", ""almadan"", ""biran"", ""\u00f6nce"", ""ka\u00e7s\u0131nlar"", ""\u00e7ocuk"", ""katilleri"", ""Katil\u0130srail""]","[0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 5, 5, 0]"
1534966747261980673,Hedef: Yunan Karşıtı,"Yunanistan'ın burnumuzun dibindeki adaları silahlandirmasi savaş sebebidir 
Gerekli uyarı yapıldı natoya BM lere
Eyer Yunanistan bu geceden sonra hala askerlerini ve adaları silahlandiriyorsa
TC devleti bu gece savaş baslatmali yunan pici gerçek yüzümüzü gormeli","yunan pici,TC devleti bu gece savaş baslatmali,Yunanistan'ın burnumuzun dibindeki adaları silahlandirmasi savaş sebebidir","[""Yunanistan"", ""\u0131n"", ""burnumuzun"", ""dibindeki"", ""adalar\u0131"", ""silahlandirmasi"", ""sava\u015f"", ""sebebidir"", ""Gerekli"", ""uyar\u0131"", ""yap\u0131ld\u0131"", ""natoya"", ""BM"", ""lere"", ""Eyer"", ""Yunanistan"", ""bu"", ""geceden"", ""sonra"", ""hala"", ""askerlerini"", ""ve"", ""adalar\u0131"", ""silahlandiriyorsa"", ""TC"", ""devleti"", ""bu"", ""gece"", ""sava\u015f"", ""baslatmali"", ""yunan"", ""pici"", ""ger\u00e7ek"", ""y\u00fcz\u00fcm\u00fcz\u00fc"", ""gormeli""]","[3, 3, 3, 3, 3, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 5, 5, 0, 0, 0]"
1564338091493507072,Hedef: Yunan Karşıtı,@varank Sayın bakanım yunan itleri egede sürekli uçaklarımızı taciz ediyor madem güçlüyüz vuralım. Aklıma ilk gelen bir Rum itinin şanlı bayrağımızı indirmeye çalıştığında şakağından vurulması,"yunan itleri,Rum itinin,Aklıma ilk gelen bir Rum itinin şanlı bayrağımızı indirmeye çalıştığında şakağından vurulması,madem güçlüyüz vuralım,yunan itleri egede sürekli uçaklarımızı taciz ediyor","[""varank"", ""Say\u0131n"", ""bakan\u0131m"", ""yunan"", ""itleri"", ""egede"", ""s\u00fcrekli"", ""u\u00e7aklar\u0131m\u0131z\u0131"", ""taciz"", ""ediyor"", ""madem"", ""g\u00fc\u00e7l\u00fcy\u00fcz"", ""vural\u0131m"", ""Akl\u0131ma"", ""ilk"", ""gelen"", ""bir"", ""Rum"", ""itinin"", ""\u015fanl\u0131"", ""bayra\u011f\u0131m\u0131z\u0131"", ""indirmeye"", ""\u00e7al\u0131\u015ft\u0131\u011f\u0131nda"", ""\u015faka\u011f\u0131ndan"", ""vurulmas\u0131""]","[0, 0, 0, 5, 5, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 5, 5, 3, 3, 3, 3, 3, 3]"
