tweet_id,target,text,span,category
1658388034516025088,LGBTI+,"Şimdi bu sapık orsssspunun çocuğuna aksi bir şey dersem ""homofobik"" mi oluyoruz? https://t.co/JbCcK6yEV3",sapık orsssspunun,Swearing; Insult; Defamation; Dehumanization
1658057860943625984,LGBTI+,@aykiricomtr Bu götverenler sktirolsun gitsin ülkemden. Ne meraklıymışlar Türk yaprağı yemeye!!!Asıl lgbt bunlar bu sapık ortadogu çöl fareleri!,"götverenler,sktirolsun gitsin ülkemden,sapık,çöl fareleri","Swearing; Insult; Defamation; Dehumanization,Threat of Enmity; War; Attack; Murder; or Harm,Swearing; Insult; Defamation; Dehumanization,Dehumanization"
1658017413860844032,LGBTI+,"@flora7169 @millasofsong @furkancerkes Evet bugün için canını veren şehitlerimiz için Cumhur ittifakını destekledim. Teröristlerle, sapkın lgbtcilerle birlik olanları desteklemedim. Utan utan şehitlerimizin kanını döken HDP ile birlik olan, terörist başlarına özgürlük isteyen sizsiniz !!",sapkın lgbtcilerle,Swearing; Insult; Defamation; Dehumanization
1658028859759943936,LGBTI+,@jevlyin @DisiaslanI9o5 @LayluNada @ekrem_imamoglu Ulan profilinde l*gbt renkleri var. Sapkınlığın en âlâsı sizsiniz. Bu ülke sizden nasıl kurtulacağını tartışmalı. Senin zihniyetin bu ülkenin gençliğinin altına döşenmiş bir dinamittir. Ama gün gelecek hiç biriniz bu ülkede yer bulamayacaksınız. Sapkın zihniyetliler sizi.,"Sapkınlığın en âlâsı sizsiniz.,Bu ülke sizden nasıl kurtulacağını tartışmalı.,Senin zihniyetin bu ülkenin gençliğinin altına döşenmiş bir dinamittir.,Ama gün gelecek hiç biriniz bu ülkede yer bulamayacaksınız.,Sapkın zihniyetliler sizi.","Swearing; Insult; Defamation; Dehumanization,Threat of Enmity; War; Attack; Murder; or Harm,Exaggeration; Generalization; Attribution; Distortion,Threat of Enmity; War; Attack; Murder; or Harm,Swearing; Insult; Defamation; Dehumanization"
1658446035570523904,LGBTI+,"@DikenComTr @siring @altansancarr Herşeyden önce anneyim 
Ne verdiğiniz HDP ve selo desteğinize , ne fetöcülere verdiğiniz desteğe, ne de lgbt vb sapkın görüşlere verdiğiniz desteğe saygım yok. Sizin yüzünüzden çocuklarımın geleceği için endişeleniyorum. inş. Erdoğan galip gelerek bu saçmalıklarınızı susturacak!","lgbt vb sapkın görüşler,bu saçmalıklarınızı","Swearing; Insult; Defamation; Dehumanization,Exclusive/Discriminatory Discourse"
1658424135544913920,LGBTI+,"@ftgnyld @duralmjde @PrometheusDevam dediklerine uyuyor, 40bin şehidimize rağmen bunların istediği partiye oy veriyor ama vatanın bölünmesine sapkın LGBT sözleşmelerine karşı duran AKP'den yana olan kişilereyse hunharca saldırıyorsunuz. Şİmdi siz İnsanmısınız. İnsanmısınız günlerce göçük altında kalmış+++",sapkın LGBT,Swearing; Insult; Defamation; Dehumanization
1658030896266584064,LGBTI+,"@orhanaydin6 Sizin aydınlanma anlayışınız ne? Avrupayı taklit edip,onlar gibi yaşamak,onlar gibi çıplak gezmek,onlar gibi sapık ilişkileri mübah kılmak,İmf den para dilenmek onlara bağlı kalmak mı ayınlanma? Irkçılık nasıl olur imrendiğiniz Avrupaya bakın.22 yıldır çağ atladık ne gericiliği",sapık ilişkileri,Swearing; Insult; Defamation; Dehumanization
1658428454440694016,LGBTI+,"Çok önemli okuyun.
Küresel satanist,cinsiyetsiz,pedofil sapık çeteyi hala farkedemeyen farketsede inanamayan okumasın. https://t.co/esDcqBLNmp","küresel satanist, cinsiyetsiz, pedofil sapık",Exaggeration; Generalization; Attribution; Distortion
1658442751497708032,LGBTI+,"Herşeyden önce anneyim 
Ne verdiğiniz HDP ve selo desteğinize , ne fetöcülere verdiğiniz desteğe, ne de lgbt vb sapkın görüşlere verdiğiniz desteğe saygım yok. Sizin yüzünüzden çocuklarımın geleceği için endişeleniyorum. inş. Erdoğan galip gelerek bu saçmalıklarınızı susturacak! https://t.co/lVjuBIYRym","lgbt vb sapkın görüşler,bu saçmalıklarınızı susturacak","Swearing; Insult; Defamation; Dehumanization,Threat of Enmity; War; Attack; Murder; or Harm"
1658015459822690048,LGBTI+,"@AlparslanCansiz @nevsinmengu Türk kadını siha,iha,helikopter,tank ,uçak yapıyor.Kullanıyor.
Okuyor,okutuyor,çocuk yetiştiriyor.
Kadın kadına tarzı LGBTİ den bahsediyorsanız Türk kadını tarihte de bugün de sapkın olmamıştır.",sapkın,Swearing; Insult; Defamation; Dehumanization
1658005670178725888,LGBTI+,"@MAturkce Duygu sümürüsü para etmedi. 6 milyon oy 4 milyona indi. Sadece Êvdocularin; sapık karisiz kocasiz, LGBT'li olmak, devletsiz, kimliksiz, dünyayı deyiştime solculuk fikirlerinin kürde dayatması  yüzünde daha çok küdü kaybedecektir. Kürdü çantada keklik  gören aptallar bitecek....","sapık,LGBT'li olmak","Swearing; Insult; Defamation; Dehumanization,Exclusive/Discriminatory Discourse"
