tweet_id,target,text,span,category
1390404371503063046,Jew,"#KuduesBizimdir 
Kahrolsun abd
Kahrolsun İsrail 
Kahrolsun İngiltere 
Kahrolsun işbirlikçi hainler https://t.co/47MGv0odIh",Kahrolsun abd Kahrolsun İsrail Kahrolsun İngiltere Kahrolsun işbirlikçi hainler,Threat of Enmity; War; Attack; Murder; or Harm
1513343940744855561,Jew,"Filistin'de 6 yetim çocuk annesi 47Y Ghada'yı vurup ölmesi için başında 1 saat bekleyen siyonistin askerlerin  görüntüsü ortaya çıktı.
İsrail işgaline karşı yapılan saldırılara Hümenist taklanlara bu görüntü izleye izleye işgalin gerçeğini öğrensin.
#Katilİsrail
#Filistin 
#Kudüs https://t.co/yJSeNbK0Vx","siyonistin askerlerin,#Katilİsrail","Exaggeration; Generalization; Attribution; Distortion,Swearing; Insult; Defamation; Dehumanization"
1517080472169426944,Jew,"بسم الله الرحمن الرحيم
"" Sakın Ümidini Kesenlerden Olma.""
(Hicr Sûresi 55. Âyet)

Allah’ın Kafirlere karşı sana zafer 
vermesi yakındır.. 
🔹Sabret…
🔹Say et…
#kudues 
#KuduesBizimdir 
#Kuduesİslamındır 
#teröristdevletiisrail
#işgalciisrail
#katilisrail 
#Ramazan2022 https://t.co/N5PUjHdbsD","Allah’ın Kafirlere karşı sana zafer vermesi yakındır..,#teröristdevletiisrail #işgalciisrail #katilisrail","Threat of Enmity; War; Attack; Murder; or Harm,Swearing; Insult; Defamation; Dehumanization"
1393154728775856132,Jew,"@username #KuduseBayramGelsin
   @username 
#Kahrolsunİsrail",#Kahrolsunİsrail,Threat of Enmity; War; Attack; Murder; or Harm
1536413104606695433,Jew,Kurdun dişine kandeydi sırayla dağda şehirde  teker teker hepiniz ağ babalariniz itrail abd eğer leşlerinizi daha taşa kurda kuşa yem etmezsek gök girsin kızıl çıksın koçyigitlerin kanını yerde koyarsak kanımız kurusun  🇹🇷🇹🇷🇹🇷🇹🇷🤘🤘🤘🤘🤘🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷 https://t.co/T1Wq4dMqLY,Kurdun dişine kandeydi sırayla dağda şehirde teker teker hepiniz ağ babalariniz itrail abd eğer leşlerinizi daha taşa kurda kuşa yem etmezsek gök girsin kızıl çıksın koçyigitlerin kanını yerde koyarsak kanımız kurusun,Threat of Enmity; War; Attack; Murder; or Harm
1391029943811837961,Jew,"SİYONİST Yahudiler insan değildir!

Onlar insan kılığına girmiş merhametten, insanlıktan, şereften ve izzetten zerre nasibini almamış adi yaratıklardır!

#MescidiAksaYanlızDeğildir 
#MescidiAksaOnurumuzdur https://t.co/XGubfthYGu","SİYONİST Yahudiler insan değildir! Onlar insan kılığına girmiş merhametten, insanlıktan, şereften ve izzetten zerre nasibini almamış adi yaratıklardır!",Swearing; Insult; Defamation; Dehumanization
1394166843393384448,Jew,"Katil İsrail! Masumları katleden çocuk yaşlı büyük küçük demeden öldüren, şehit eden katil İsrail! Bu videoya da bir açıklaman var mı? @YairNetanyahu  Nefretinizde boğulun! Kudüs İslam'ındır! 🇵🇸🇹🇷
#GazzaUnderAttack  #SonunGeldiKoepekİsrail #GazzedeSoykırım #FilistinYalnızDeğil https://t.co/OJfgsh5Me2","Katil İsrail! Masumları katleden çocuk yaşlı büyük küçük demeden öldüren, şehit eden katil İsrail! Bu videoya da bir açıklaman var mı?",Swearing; Insult; Defamation; Dehumanization
1392838771176058887,Jew,İsrail bize saldırıcakmış  israilin nüfusu 10 M   ENES BATURUN 15 M takipçisi  var bence bi daha düşünsünler😽 @username #Katilİsrail,#Katilİsrail,Swearing; Insult; Defamation; Dehumanization
1385938987592847361,Jew,"Terörist netenyahu #zalim itrail pisrail rejimi için yaşasın cehennem jıbo zalime xinxarenra biji cehennemî zümera 
#KudüsKırmızıCizgimizdir",Terörist netenyahu #zalim itrail,Swearing; Insult; Defamation; Dehumanization
1530705781363974145,Jew,"SONDAKİKA: İşgalci İsrail hükümeti, bugün (Pazar) sabah saatlerinden itibaren başlayacak olan yürüyüş için; #MescidiAksa’ya baskın düzenlemek isteyen işgalci fanatik Yahudilerin Harem-i Şerif’in içine girmesine onay verdi.

#KudüsBizimdir",işgalci fanatik Yahudilerin Harem-i Şerif’in içine girmesine onay verdi.,Exaggeration; Generalization; Attribution; Distortion
