tweet_id,target,text,span,category
1658495767265305088,Armenian,@meral_aksener Ermeni teyze.. sehit edenlerin ortagi oldugunuz PKK oldugunu neden acikca yazmiyorsun? Ermeniden olsa olsa ermeni ve pkk milliyetciligi beklenir..,"Ermeni teyze.. sehit edenlerin ortagi oldugunuz PKK,Ermeniden olsa olsa ermeni ve pkk milliyetciligi beklenir","Exaggeration; Generalization; Attribution; Distortion,Exaggeration; Generalization; Attribution; Distortion"
1658474644113101056,Armenian,"@buluttbt @kilicdarogluk Atan uyansa ermeni kökenli pkk dostu kıçtaroğlunu, terörist cananı, ve sezgini görünce kalpten tekrar gider.",ermeni kökenli pkk dostu,Exaggeration; Generalization; Attribution; Distortion
1658509553665822976,Armenian,@yekvucutcom Senin Atatürkü de yahudi hiristiyan ermeni doldurdu bir de vatandaşlık verdi üstelik Müslüman kisvesi ne büründürdü ve o neslin devamısın yeşim Salkım,yahudi hiristiyan ermeni,Exaggeration; Generalization; Attribution; Distortion
1658628941148566016,Armenian,@10larMedya Ben ehli sunetle kardeşim diğeri alevi süryani ermeni kardeşim değil istemez siz kardeş un ateşiniz bizide yakacak,ermeni kardeşim değil istemez,Exclusive/Discriminatory Discourse
1658644845227811072,Armenian,@enderTurks @Keremkaygusuz7 @restitutorII je préfère etre apeller yobaz que ermeni dölü comme ta daronne 😂😂,ermeni dölü,Swearing; Insult; Defamation; Dehumanization
1658751169445986048,Armenian,lan yavşak gevşek oğlan çocuğu homo lağım fareleri eşcinsel olurmuş lağım faresi ermeni tohumu https://t.co/kpJqCshosa,lağım faresi ermeni tohumu,Swearing; Insult; Defamation; Dehumanization
1658479166885601024,Armenian,@ononyapayzeka @HeyDouglas7 @kilicdarogluk Len Ermeni @kilicdarogluk milletin işi gücü yokta sen Cumhurbaşkanı ol diye peşinden mi koşacak? Oğlum kazanamıyorsun zaten. Yorma milleti. CHP seçmeni bilmiyor olabilir ama sen Ermenisin? Biz neden sana oy verelim? Dedelerin de vatan haini. Sabiha Gökçen o yüzden bombaladı sizi. https://t.co/ZLsoGnCZdi,"Len Ermeni,sen Ermenisin? Biz neden sana oy verelim? Dedelerin de vatan haini,Sabiha Gökçen o yüzden bombaladı sizi.","Swearing; Insult; Defamation; Dehumanization,Exclusive/Discriminatory Discourse,Threat of Enmity; War; Attack; Murder; or Harm"
1658435512238054912,Armenian,"@Yazi_Yorum__ Sıkıntı yok Yavrummmm 
Amerikanya'ya değil isteğin yere bi S*ktirol git vatanın senin gibilere ihtiyacı yok!
altını açsak kökünü çeksek ya Ermeni ya Yahudi karışımı sabetayist  çıkar.
Türk milliyetçileri varolduğu sürece daha çoook çenilersin!
🇹🇷🤘🇹🇷🤘🇹🇷",Ermeni ya Yahudi karışımı sabetayist,Exclusive/Discriminatory Discourse
1658201891015107072,Armenian,"@KemalMelissa @umitozdag Ümit özdağ ,arap düşmanı değil, tüm mültecileri göndericez dedi,ülkedeki ermeni ve diğerleri de dahil,
Terör örgütü yandaşları da dahil,anlayabil din değil mi .",ülkedeki ermeni ve diğerleri de dahil,Exclusive/Discriminatory Discourse
1658124932016926976,Armenian,"@OrionEmpress @SireneOznur 12 Eylül darvesi sonrası sahte belgeler ile Anadolu çocuğu asan kripto, chpli sabataist Yahudi, ermeni taşnakçı torunu, darbeci uşağı hakimler gördük. Ölü chplilere oy kullandıran hakimler gördük.",ermeni taşnakçı torunu,Swearing; Insult; Defamation; Dehumanization
1658115395155374080,Armenian,@ogeday_nigar toplanıp  sadat  gibi bir  güvenlik ekibi kurup  bu ermeni  döllerini domuz bağı ile  gebertmek lazım,ermeni döllerini domuz bağı ile gebertmek lazım,Threat of Enmity; War; Attack; Murder; or Harm
1658423576427393024,Armenian,sen türk halkından değilsinki...türk halkı adına konuşma hakkını nereden aldın...omurgasız sülüksünüz siz..asıl kimliklerinizi bile söyleyemeyen korkaklar sürüsüsünüz...ermeni olup kürdüm türküm aleviyim diye kendilerinizi gizleyen hainlersiniz..kemal bey ermeni değilmi ... https://t.co/bNf5QG9VAB,"ermeni olup kürdüm türküm aleviyim diye kendilerinizi gizleyen hainlersiniz,kemal bey ermeni değilmi","Exaggeration; Generalization; Attribution; Distortion,Swearing; Insult; Defamation; Dehumanization"
1658157621419945984,Armenian,@absurtolaylar Bakın akp yi desteklemiyorum ama o yardımlar insanlık adına yapıldı. Hangi siyasi görüşü etnik kökeni falan umrumda değil. Buna hayır diyen bir Ermeni kadar bile olamaz. Çünkü onlar yardıma geldiler.,Buna hayır diyen bir Ermeni kadar bile olamaz.,Exaggeration; Generalization; Attribution; Distortion
1658205478818554112,Armenian,"@sicakmedya Ermeni kemal seloyu apoyu hapisteki pkk lıları bırakacaksın pkk yeniden dirilecek sayende karakol basacak bebek, polis, asker, öğretmen, işçi şehit edecek.","ERMENI KEMAL,BEKLEYECEK BABAMIZ","Swearing; Insult; Defamation; Dehumanization,Exclusive/Discriminatory Discourse"
1658346535900306944,Armenian,"@YavuzGunesArt @misvakcaps Turkiye de hukumette yönetimdeki Recep Tayyip Erdogan
Suleyman Soylu 
Hulusi Akar
Hakan Fidan
sayesinde terörist katil ermeni yahudi pkk ypgliler istanbul ve diger şehirlerde bebekleri çocuklari öldüremiyor
Laikchpiphdptesil hukumetinde her sehirde yeniden bebeklere saldirir pkk https://t.co/0pb7ZTTGzz",ermeni yahudi pkk ypgliler,Exaggeration; Generalization; Attribution; Distortion
1658432053094777088,Armenian,"@AylinErtekin34 Bütün teröristlerin anası chp babası da İsrail Vatikan Almanya İngiltere Fransa İsveç İtalya Amerika Kanada İran Ermeni yunan gibi ülkelerdir , bitti niyemi Kalkınamıyoruz gelisemiyoruz sebebi chp chp eşittir chp",Ermeni yunan,Exaggeration; Generalization; Attribution; Distortion
1658433802459394048,Armenian,"@sultanvahdet @abcyalcinahmet Sen nesin necisin peki. Yunan mı, Rum mu? Ermeni mi? Onlar bile bu kadar Türk düşmanı olamaz.",Ermeni mi ? Onlar bile bu kadar Türk düşmanı olamaz,Exaggeration; Generalization; Attribution; Distortion
1658568122276762112,Armenian,@mervepep1 @olmazlaraaainat Lan ermeni pici hudapar benim askerime polisime öğretmene çocuklara asla silah dogrultmadi senin o savunduğun ermeniler hepsi ittifak için gittiler bir sıkıntı yok ama akp destekleyici hemen pkk ile aynı kefeye koydunuz lanet olsun sizin zihniyetinize gidin essek heykel seviciler,lan ermeni pici,Swearing; Insult; Defamation; Dehumanization
1658475881852203008,Armenian,@kilicdarogluk Len Ermeni @kilicdarogluk milletin işi gücü yokta sen Cumhurbaşkanı ol diye peşinden mi koşacak? Oğlum kazanamıyorsun zaten. Yorma milleti. CHP seçmeni bilmiyor olabilir ama sen Ermenisin? Biz neden sana oy verelim? Dedelerin de vatan haini. Sabiha Gökçen o yüzden bombaladı sizi. https://t.co/qyinDrQ9dx,"Len Ermeni,sen Ermenisin? Biz neden sana oy verelim? Dedelerin de vatan haini,Sabiha Gökçen o yüzden bombaladı sizi.","Swearing; Insult; Defamation; Dehumanization,Exclusive/Discriminatory Discourse,Threat of Enmity; War; Attack; Murder; or Harm"
1658719981700275968,Armenian,@_ciziyor_ Amina koduklarim diyememis ben yerine diyeyim ermeni dölü picler alsınlar paralarını https://t.co/dw3t2uqwj6,ermeni dölü picler,Swearing; Insult; Defamation; Dehumanization
1658424553595339008,Armenian,"@ajans_muhbir Anti-emperyalist Atatürk'ün kurduğu CHP'de ABD'nin uşaklığını yapan Ermeni @kilicdarogluk bölücüler ile işbirliği yaparak yönetimi ele geçirmek istiyor. Değişim değil,etnik kimlik ve inanç üzerinden Türkiye'yi parçalamak istiyor.Bunu bildiği halde 3 Maymun'u oynayan kitle oluştu. https://t.co/bUaYncbs71",Ermeni @kilicdarogluk,Swearing; Insult; Defamation; Dehumanization
1658524277082030080,Armenian,@jdjdjdudidudix @lospartizans Yalnız siz kürt değilsiniz ermeni artığısınız kendinizi kürt sanmayın bence?,ermeni artığısınız,Swearing; Insult; Defamation; Dehumanization
1658555201119198976,Armenian,@bernalacin35 @bernalacin35 sen ne kadar rum ermeni pkk feto abd ab sevdalisin anladik inancin Yok sayginda Yok Tek bir sey soyliyecem lutfen reis kazanirsa ulkeyi terk et git Baska yerde yasa fuzulisin cunki …,rum ermeni pkk feto abd ab sevdalisin,Exclusive/Discriminatory Discourse
1658259246893395968,Armenian,"@ekrem_imamoglu Senin oyun geçersiz hükmündedir.
Tehditle İstanbul'u dhkpc ve PKK ya peşkeş çekmen seni ne koruyacaktır nede kollayacak..
O yanına aldığın ermeni dönmeleri ve sen yeri vakti geldimi tek tek hesap vereceksiniz 🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷",ermeni dönmeleri,Swearing; Insult; Defamation; Dehumanization
1658028234062156032,Armenian,"@hdpdemirtas Ermeni Terörist, piron altına sıçtı.Rte 7 düvelinizi ayakta düzdü.
Edirne senin ebedi mekanın oldu.","Ermeni Terörist,Rte 7 düvelinizi ayakta düzdü","Swearing; Insult; Defamation; Dehumanization,Swearing; Insult; Defamation; Dehumanization"
1658074897623536128,Armenian,"@DahiOglan1 @zeynep5erler Hadi oradan ben ikinci günden itibaren Antakya da idim,klavye kahramanları bırakın bu edebiyatı , Rızkı veren Allah. İnsanlara tepeden bakmayın .Çanakkale de aç kaldık , soğansız da kalır bu Memleket.Devletsiz asla Hadi PKK Fetö Ermeni Yahudi Amerika Avrupa nereye gitmek istersen",PKK Fetö Ermeni Yahudi Amerika Avrupa nereye gitmek istersen,Exclusive/Discriminatory Discourse
1658427502098824960,Armenian,@tanjuozcanchp İçimizdeki hainlerle ermeni yunan ve yahidilerin torunlarını da göndermeye’de varmısın. Yoksa burda boş yapmaktan ve ırkçılıktan başka bir işe yarar referansın varmı  ?,içimizdeki hainlerle ermeni yunan ve yahudilerin torunlarını,Exaggeration; Generalization; Attribution; Distortion
1658156176876483072,Armenian,@denizakb3 Ermeni soykırımı palavra olduğunu uluslarası kamuoyunda kanıtlayalım. Ermenistan’a tazminat ödettirelim. Kafkasya’da devletlerarası ilişkileri güçlendirelim. Karadeniz Devletleri iş birliği platformu kuralım. Ukraynayı TDT na üye işlemlerini başlatalım.,Ermeni soykırımı palavra,Exaggeration; Generalization; Attribution; Distortion
1658415633879499008,Armenian,@tahaferdi_tas Tüm ülkenin en kahpe seçmen kitlesisiniz akp yıllarca kendinden olmayana hain dedi şimdide siz inceye oğana oy verenlere hain diyorsunuz afedersin senin gibi bir ermeni dölü bana hain derse anasını sikerim siktir git burdan,ermeni dölü bana hain derse anasını sikerim siktir git burdan,Swearing; Insult; Defamation; Dehumanization
1658526394685455872,Armenian,@OguzhanUgur Programında terörist savunucuları oluyor destekleyen siyasetçiler oluyor Ermeni soykırımı savunuluyor kimse utanmıyor ama ak partili gençler yok siyasetçiler yok bunun üzerine bize güzel bir ülke sunamazsınız.Programın bariz şekilde millet ittifakı reklamıydı.,Ermeni soykırımı savunuluyor,Symbolization
1658540512557555968,Armenian,@efdalicelli @gnclikdevirecek @tolga_bilit76 Cunku ermeni canan ve yunan ekrem maşalarini devreye soktu ilk is gununde. Hemen ortami karistirma projesini devreye aldikar. Tam bir hain plani.,ermeni canan ve yunan ekrem,Exclusive/Discriminatory Discourse
1658358998326714112,Armenian,@filiz175 Valla bu adam Türk oğlu Türk de sen arap mısın ermeni mi Allah bilir. 2. Tura kemal çekilip Sinan Oğan kalmalıdır. Ülkeyi ermeniler araplar değil Türkler yönetmelidir.,sen arap mısın ermeni,Swearing; Insult; Defamation; Dehumanization
1658211193486450944,Armenian,Bunu kendi kanına halkına reva gören Türk kanı olmaz zamanında gönderilemeyen Ermeni bozuntuları içten içten çatlak veriyo inadınıza erdoğan lan soğanda pahalı olsa erdoğan akım için aldığınız şeylerin parasını soğana verirsiniz artık ülke ikiye bölündü ve kimse ölmeyi hak etmez https://t.co/9BL11prqZX,Ermeni bozuntuları,Swearing; Insult; Defamation; Dehumanization
1658146116045615104,Armenian,"@KemalMelissa @umitozdag Araplar en azından yediği ekmeğe küfretmiyor, ayrıca biz Yahudi ermeni ve yunan müsveddelerini  Türkiye'de istemiyoruz..",biz Yahudi ermeni ve yunan müsveddelerini Türkiye'de istemiyoruz,Exclusive/Discriminatory Discourse
